RYM Album, First Name,Last Name,First Name localized, Last Name localized,Title,Release_Date,Rating,Ownership,Purchase Date,Media Type,Review
"98068","Lizzy","Mercier Descloux","","","Mambo Nassau","1981","7","o","","MP3",  ""
"1713340","","Merciless","","","Realm of the Dark","1988","0","o","","MP3",  ""
"10899031","","Mercury Ribbon","","","Cavalry Whips of Bamboo","2019","0","w","","MP3",  ""
"158490","","Merzbow","","","Fantail","2002","0","o","","MP3",  ""
"10683","","Merzbow","","","Merzbeat","2002","5","n","","",  ""
"4311","","Merzbow","","","Mort aux vaches: Locomotive Breath","1996","0","o","","MP3",  ""
"4327","","Merzbow","","","Tauromachine","1998","0","w","","CD",  ""
"3132184","","Mescalinum United","","","Symphonies of Steel Part 1","1993","0","w","","LP",  ""
"215766","","Metal Boys","","","Tokio Airport","1980","0","w","","LP",  ""
"122670","","Metamatics","","","Neo Ouija","1998","0","w","","CD",  ""
"1433941","","Metgumbnerbone","","","Dreun","1983","0","w","","Cassette",  ""
"604340","","Metro Decay","","","Υπέρβαση","1984","7","o","","MP3",  ""
"12189530","","Micron","","","Irrational Impulses","2007","0","w","","LP",  ""
"261707","","Militia","","","The Black Flag Hoisted","2000","0","w","","CD",  ""
"271247","Jeff","Mills","","","Kat Moda EP","1997","0","w","","LP",  ""
"271251","Jeff","Mills","","","Steampit EP","1997","0","w","","LP",  ""
"730944","İlhan","Mimaroğlu","","","To Kill a Sunrise and La Ruche","1976","0","o","","MP3",  ""
"1988878","","Minamata","","","Mit lautem Geschrei","1984","0","w","","Cassette",  ""
"966317","","Minamata","","","Niigata","2007","0","w","","CD",  ""
"78746","Charles","Mingus","","","Passions of a Man: The Complete Atlantic Recordings 1956-1961","1997","0","w","","CD",  ""
"540969","Charles","Mingus","","","The Clown","1999","9","u","","MP3",  ""
"442028","","Minimal Man","","","Safari","1984","0","w","","LP",  ""
"408465","","Minimal Man","","","The Shroud Of","2005","8","o","","MP3",  ""
"4556226","","Minóy","","","Ejaculations (Paris, 1919)","1986","0","o","","MP3",  ""
"1820089","","Minóy","","","The Art of Egyptian Bathing","1986","8","o","","MP3",  ""
"974263","","Mïsogi","","","Wakemitama","2002","0","w","","",  ""
"1307397","","Modern Art","","","Age of Lights","1986","0","o","","MP3",  ""
"5852084","","Modern Art","","","Dimension of Noise","1984","0","w","","MP3",  ""
"1948128","","Modern Art","","","Oriental Towers","1983","0","w","","Cassette",  ""
"1948126","","Modern Art","","","Underwater Kites","1982","0","o","","MP3",  ""
"2558959","","Moderne","","","Moderne / L'espionne aimait la musique","2009","0","w","","LP",  ""
"7461497","","Monolake","","","G M O","2016","0","w","","LP",  ""
"136115","","Monolake","","","Gobi. The Desert EP","1999","0","w","","CD",  ""
"87688","","Monolake","","","Gravity","2001","0","o","","MP3",  ""
"87689","","Monolake","","","Momentum","2003","7","n","","",  ""
"2596089","","Monolake","","","Silence","2009","0","w","","CD",  ""
"11779776","","Mononom","","","Mononom 000","1996","0","w","","LP",  ""
"627507","","Monoton","","","Blau - Monotonprodukt 02 26y++","2006","8","o","","MP3",  ""
"917317","","Monoton","","","Monoton","1989","0","w","","LP",  ""
"422556","","Monoton","","","Monotonprodukt 07","1982","0","o","","MP3",  ""
"3923664","","Mons Veneris","","","The Last Twilight of Existence","2007","0","w","","LP",  ""
"12083","","Moonblood","","","Nosferatu","1994","0","o","","MP3",  ""
"12717","","Moonblood","","","Siegfried: Die Sage vom Helden","1995","0","w","","Cassette",  ""
"12716","","Moonblood","","","The Winter Falls Over the Land","1995","8","o","","MP3",  ""
"793835","","Moondark","","","Demo #1","1993","0","o","","MP3",  ""
"32088","The","Moon Lay Hidden Beneath a Cloud","","","Amara Tanta Tyri","1994","0","w","","CD",  ""
"32087","The","Moon Lay Hidden Beneath a Cloud","","","The Moon Lay Hidden Beneath a Cloud","1993","0","o","","MP3",  ""
"576277","Thurston","Moore","","","Kapotte Muziek","2004","0","w","","CD",  ""
"1030828","","Moral","","","And Life Is ... and More","2007","9","o","","MP3",  ""
"555589","","Moral","","","Dance of the Dolls","1981","0","w","","Cassette",  ""
"246061","","Morpheus Descends","","","Ritual of Infinity","1992","0","w","","CD",  ""
"2653608","Kassem","Mosse","","","Workshop 08","2009","0","w","","LP",  ""
"1063113","","M.S.B.R.","","","2,000 Thousends Contaminate Electronic Acid","1994","0","w","","Cassette",  ""
"1384279","","M.S.B.R.","","","Holy Mountain Electronixx","1997","0","w","","Cassette",  ""
"3353902","","Mueran Humanos","","","Mueran Humanos","2010","0","w","","CD",  ""
"3129790","Jürgen","Müller","","","Science of the Sea","2011","7","n","","",  ""
"125098","","Ryoji Ikeda","","","+/-","1996","8","o","","MP3",  ""
"171076","","Nurse With Wound / Sol Invictus / Current 93","","","????!","1989","0","o","","MP3",  ""
"2261719","","Omar-S","","","004","2004","0","w","","LP",  ""
"126763","","Ryoji Ikeda","","","0°C","1998","0","o","","MP3",  ""
"315060","","Reinbert de Leeuw / Vera Beths / Harmen de Boer","","","1","1992","0","w","","CD",  ""
"10326582","","100 gecs","","","1000 gecs","2019","1","n","","",  ""
"608344","","100 Flowers","","","100 Flowers","1983","7","o","","MP3",  ""
"567203","","Nasenbluten","","","100% No Soul Guaranteed","1995","0","w","","LP",  ""
"1547460","","Tommy Wright &amp; Ten Wanted Men","","","10 Toes Down","1997","0","w","","Cassette",  ""
"833036","","Patrick Demenga / Thomas Demenga","","","12 hommages à Paul Sacher pour violoncelle","1995","0","w","","CD",  ""
"1256637","","Einstürzende Neubauten","","","½ Mensch","1995","9","o","","MP3",  ""
"50599","","Supersilent","","","1-3","1997","0","w","","CD",  ""
"869099","","Devourment","","","1.3.8.","2000","8","n","","",  ""
"1432","","Wire","","","154","1979","8","o","","MP3",  ""
"2630523","","Ättestupa","","","1867","2009","0","w","","LP",  ""
"4325","","Merzbow","","","1930","1998","0","o","","MP3",  ""
"362672","","Cabaret Voltaire","","","1974 - 1976","1980","0","w","","Cassette",  ""
"1540690","","Baudouin Oosterlynck","","","1975-1978","2008","0","o","","MP3",  ""
"315574","","Marianne Schroeder / Rohan de Saram / David Le Clair / Felix Renggli","","","2","1993","0","w","","CD",  ""
"16446","","Throbbing Gristle","","","20 Jazz Funk Greats","1979","8","n","","",  ""
"5429277","","25,000 kittens","","","25,000 kittens","2014","0","w","","MP3",  ""
"601105","","La Monte Young &amp; Marian Zazeela","","","31 VII 69 10:26-10:49 PM / 23 VIII 64 2:50:45-3:11 AM [The Black Record]","1969","0","w","","LP",  ""
"141652","","Les Rallizes Dénudés","","","'77 Live","1991","8","o","","MP3",  ""
"1626119","","Aube / MSBR / Marutani","","","3 Cadavres Exquis","1998","6","o","","MP3",  ""
"7740413","","Headless Horseman / Phase Fatale / Stephanie Sykes / Tommy Four Seven","","","47006","2016","5","n","","",  ""
"257573","","Nasmak","","","4our Clicks","1982","7","o","","MP3",  ""
"2177022","","Tecnoville","","","4 Studio Nummers","1982","0","w","","Cassette",  ""
"4245442","","François Bayle","","","50 ans d'acousmatique","2012","0","w","","CD",  ""
"3438871","","Vril","","","5-7","2011","0","w","","LP",  ""
"2984025","","Tonetta","","","777","2010","7","o","","MP3",  ""
"7119370","","Gagarin kombinaatti","","","83-85","2016","7","o","","MP3",  ""
"585195","","Hunting Lodge","","","8-Ball","1987","6","u","","LP",  ""
"374102","","8 Eyed Spy","","","8 Eyed Spy","1981","0","w","","LP",  ""
"147708","","Einstürzende Neubauten","","","9-15-2000, Brussels","2002","8","o","","MP3",  ""
"2172741","","William Basinski","","","92982","2009","0","w","","CD",  ""
"11239","","Pan Sonic","","","Aaltopiiri","2001","9","o","","MP3",  ""
"8053346","","Ascended Dead","","","Abhorrent Manifestation","2017","0","u","","MP3",  ""
"7543452","","Nagamatzu","","","Above This Noise","2016","7","w","","LP",  ""
"11942995","","Peirani - Parisien","","","Abrazo","2020","0","w","","CD",  ""
"23286","","Naked City","","","Absinthe","1993","8","o","","MP3",  ""
"12035834","","Frank Bretschneider","","","abtasten_halten","2020","0","w","","MP3",  ""
"4269015","","Bel Cittern Ordre","","","Acacia","","8","o","","MP3",  ""
"2032295","","Sinfonieorchester des Südwestfunks / Live-Elektronik Experimentalstudio der Heinrich-Strobel-Stiftung des Südwestfunks / Michael Gielen / Luigi Nono / Hans-Peter Haller / Roberto Fabbriciani / Ciro Scarponi / Elisabeth Laurence / Susanne Otto / Giancarlo Schiaffini / Charlotte Geselbracht / Christine Theus / Stefano Scodanibbio","","","A Carlo Scarpa; A Pierre; Guai ai gelidi mostri","1990","0","w","","LP",  ""
"7265195","","pilotredsun","","","Achievement","2016","6","n","","",  ""
"527046","","2Tracks / Etat Brut","","","Acier","1983","0","w","","Cassette",  ""
"1122065","","Theatre of Ice","","","A Cool Dark Place to Die","1985","0","w","","Cassette",  ""
"537626","","P16.D4","","","Acrid Acme (Of) P16.D4","1989","0","o","","MP3",  ""
"711131","","Konstruktivits","","","A Dissembly","1982","8","o","","MP3",  ""
"270204","","Autechre &amp; The Hafler Trio","","","æ³o &amp; h³æ","2003","0","o","","MP3",  ""
"11336482","","Autechre","","","AE_Live 2016/2018","2020","0","o","","MP3",  ""
"11336514","","Autechre","","","AE_LIVE_DUBLIN_150718","2020","0","o","","MP3",  ""
"11336444","","Autechre","","","AE_LIVE_HELSINKI_141116","2020","0","o","","MP3",  ""
"11336480","","Autechre","","","AE_LIVE_MELBOURNE_210618","2020","0","o","","MP3",  ""
"11336502","","Autechre","","","AE_LIVE_NIJMEGEN_221116","2020","0","o","","MP3",  ""
"11336492","","Autechre","","","AE_LIVE_OSLO_171116","2020","0","o","","MP3",  ""
"11336506","","Autechre","","","AE_LIVE_TALLINN_131116","2020","0","o","","MP3",  ""
"11336527","","Autechre","","","AE_LIVE_ZAGREB_061116","2020","0","o","","MP3",  ""
"358681","","Autechre &amp; The Hafler Trio","","","æo³ &amp; ³hæ","2005","0","o","","MP3",  ""
"171127","","Gothic Voices / Christopher Page / Emma Kirkby","","","A Feather on the Breath of God","1982","0","w","","LP",  ""
"245758","","Ambarchi / Fennesz / Pimmon / Rehberg / Rowe","","","Afternoon Tea","2000","0","w","","CD",  ""
"10179276","","Consumer Electronics","","","Airless Space","2019","3","n","","",  ""
"126476","","Loren MazzaCane Connors","","","Airs","1999","0","w","","CD",  ""
"5835659","","Essoupi","","","Aktiv dødshjælp","1999","0","w","","Cassette",  ""
"8425941","","Sextile","","","Albeit Living","2017","6","n","","",  ""
"11860628","","Karza / A-Blok / Irreversible","","","Alcaloide 003","2002","0","w","","LP",  ""
"23344","","David Sylvian","","","Alchemy: An Index of Possibilities","1985","0","w","","Cassette",  ""
"10228391","","Misþyrming","","","Algleymi","2019","6","n","","",  ""
"219616","","Charles de Goal","","","Algorythmes","1981","0","o","","MP3",  ""
"17226","","Chrome","","","Alien Soundtracks","1977","0","w","","LP",  ""
"20103","","Vladimir Spivakov / Sergej Bezrodny / Dietmar Schwalke / Alexander Malter","","","Alina","1999","0","w","","CD",  ""
"21292","","Cardiacs","","","A Little Man and a House and the Whole World Window","1988","0","w","","LP",  ""
"419616","","Yukiko Sugawara / Shizuyo Oka / Lucas Fels","","","Allegro sostenuto; Serynade","2001","0","w","","CD",  ""
"31200","","Deutsch Amerikanische Freundschaft","","","Alles ist gut","1981","0","o","","MP3",  ""
"971523","","Einstürzende Neubauten","","","Alles wieder offen","2007","6","n","","",  ""
"506383","","Peter Duimelinks","","","All or Nothing","1990","0","w","","LP",  ""
"853126","","Sunn O))) &amp; Boris","","","Altar","2007","7","w","","MP3",  ""
"121387","","Section 25","","","Always Now","1981","0","o","","MP3",  ""
"3825","","Autechre","","","Amber","1994","7","o","","MP3",  ""
"243","","Brian Eno","","","Ambient 1: Music for Airports","1978","7","w","","LP",  ""
"418762","","Chicago Symphony Orchestra / Pierre Boulez","","","Amériques; Arcana; Déserts; Ionisation","2001","0","w","","CD",  ""
"289355","","London Symphony / Benjamin Britten / Alfred Deller / Elizabeth Harwood / Peter Pears / Thomas Hemsley / Josephine Veasey / Heather Harper / Stephen Terry / John Shirley-Quirk / Helen Watts / Owen Brannigan / Norman Lumsden / Kenneth MacDonald / David Kelly / Robert Tear / Keith Raggett","","","A Midsummer Night's Dream","1966","0","w","","MP3",  ""
"351209","","Nurse With Wound / Organum","","","A Missing Sense / Rasa","1986","0","w","","LP",  ""
"96553","","AMM","","","AMMMusic","1967","0","w","","LP",  ""
"257857","","AFX","","","Analord 01","2005","0","o","","MP3",  ""
"346006","","Moral","","","And Life Is","1984","0","w","","LP",  ""
"116218","","Roy Montgomery","","","And Now the Rain Sounds Like Life Is Falling Down Through It","1998","7","w","","MP3",  ""
"399685","","Эдуард Артемьев [Eduard Artemyev]","","","Andrey Tarkovsky Vol. 4: Zerkalo, Stalker","1995","0","w","","CD",  ""
"304090","","Coil","","","...And the Ambulance Died in His Arms","2005","0","o","","MP3",  ""
"3435162","","The Caretaker","","","An Empty Bliss Beyond This World","2011","3","u","","MP3",  ""
"14829643","","Oxbow &amp; Peter Brötzmann","","","An Eternal Reminder of Not Today / Live at Moers","2022","0","w","","MP3",  ""
"1622239","","Big City Orchestra","","","Animal Religion","1988","0","o","","MP3",  ""
"694229","","Streicher","","","Annihilism","1995","2","o","","MP3",  ""
"462438","","The Urinals","","","Another EP","1979","0","w","","LP",  ""
"237207","","Assück","","","Anticapital","1992","8","o","","MP3",  ""
"481871","","irr. app. (ext.)","","","An Uncertain Animal, Ruptured; Tissue Expanding in Conversation","1997","0","w","","CD",  ""
"779843","","Charles Dodge","","","Any Resemblance Is Purely Coincidental","1992","7","w","","MP3",  ""
"10003689","","Hannes Grossmann","","","Apophenia","2019","6","u","","MP3",  ""
"1363989","","Dawn","","","Apparition","1993","0","w","","Cassette",  ""
"5359356","","Volahn","","","Aq'ab'al","2014","0","w","","Cassette",  ""
"1512122","","Mitochondrion","","","Archaeaeon","2008","7","n","","",  ""
"3013","","Orchestral Manœuvres in the Dark","","","Architecture &amp; Morality","1981","0","w","","LP",  ""
"2462427","","Solanaceae Tau","","","Architektura Psychedelia","1988","0","w","","Cassette",  ""
"217689","","William Basinski","","","A Red Score in Tile","2003","8","w","","MP3",  ""
"11","","The Jimi Hendrix Experience","","","Are You Experienced","1967","0","o","","MP3",  ""
"186380","","Arditti String Quartet / Dawn Upshaw","","","Arnold Schoenberg 2: Streichquartette I-IV","1994","0","w","","CD",  ""
"190594","","Scion","","","Arrange and Process Basic Channel Tracks","2002","0","o","","MP3",  ""
"2105913","","Art Remains Tangible","","","A.R.T.","1984","6","o","","MP3",  ""
"11603729","","Mourouche","","","Articide","1999","7","o","","MP3",  ""
"5123350","","Nostalgie Éternelle / From Nursery to Misery","","","Art Is the Tool","1990","0","w","","Cassette",  ""
"11983673","","Mary Halvorson's Code Girl","","","Artlessly Falling","2020","0","u","","MP3",  ""
"8904261","","Asmar / Gëinst","","","Arts Gallery I","2018","0","w","","LP",  ""
"12276","","Miles Davis","","","Ascenseur pour l'échafaud","1958","0","w","","LP",  ""
"1530403","","Tommy Wright III","","","Ashes 2 Ashes, Dust 2 Dust","1994","8","o","","MP3",  ""
"16941","","Ash Ra Tempel","","","Ash Ra Tempel","1971","9","o","","MP3",  ""
"341518","","Leviathan","","","A Silhouette in Splinters","2005","0","w","","LP",  ""
"94507","","Incapacitants","","","As Loud As Possible","1995","0","w","","CD",  ""
"69556","","Mark Stewart","","","As the Veneer of Democracy Starts to Fade","1985","0","o","","MP3",  ""
"20874","","Forgotten Woods","","","As the Wolves Gather","1994","0","w","","CD",  ""
"4065","","Current 93","","","As the World Disappears...","1991","8","o","","MP3",  ""
"9774006","","Astronoid","","","Astronoid","2019","4","u","","MP3",  ""
"964986","","La Peste","","","Astrophysique des entonnoirs","1998","0","w","","LP",  ""
"1455227","","Zowiso","","","At a Jogtrot to Death","1982","0","w","","LP",  ""
"2139065","","Kim Cascone + Jason Kahn + Steinbrüchel","","","ATAK004","2004","0","w","","CD",  ""
"1861787","","M. B.","","","Atomique Tape","1980","0","w","","Cassette",  ""
"427739","","Miles Davis","","","A Tribute to Jack Johnson","1971","0","w","","LP",  ""
"8984797","","Hallmark '87","","","A T R I U M","2018","0","u","","MP3",  ""
"107018","","Klinik / De Fabriek","","","Attentie","1986","0","w","","LP",  ""
"3464214","","Beherit","","","At the Devil's Studio 1990","2011","0","w","","CD",  ""
"108306","","Thomas Köner","","","Aubrite","1995","0","w","","CD",  ""
"381069","","Conrad Schnitzler","","","Auf dem schwarzen Kanal","1980","0","o","","MP3",  ""
"11127798","","Susan Bradshaw / John Tilbury / John Corbett / Martin Schulz","","","...auf gefährlicher Waage...","1986","0","w","","LP",  ""
"202923","","Hans-a-plast","","","Ausradiert","1983","0","w","","LP",  ""
"4219380","","Autechre","","","Autechre Live @ Oscillate '94","","0","w","","MP3",  ""
"3838","","Autechre","","","Autechre [LP5]","1998","0","o","","MP3",  ""
"207342","","S.P.K.","","","Auto-da-fé","1983","8","o","","MP3",  ""
"149515","","Drudkh","","","Autumn Aurora","2004","8","o","","MP3",  ""
"55110","","Coil","","","Autumn Equinox: Amethyst Deceivers","1998","0","o","","MP3",  ""
"2438175","","Taku Sugimoto / Nankou Kumon / Toshiki Izumi / Masanori Hattori / Tetuzi Akiyama / Hiroki Chiba / Kazuya Takeda / Taeko Okada","","","A Young Person's Guide to Antoine Beuger","2008","0","w","","CD",  ""
"19610","","Colin Newman","","","A-Z","1980","0","w","","LP",  ""
"71419","","Muslimgauze","","","Azzazin","1996","0","o","","MP3",  ""
"701429","","Orchestra National de la Radiodiffusion Française / Heitor Villa-Lobos / Victoria de los Ángeles","","","Bachianas brasileiras Nos. 2, 5, 6, &amp; 9","1957","0","w","","LP",  ""
"90170","","Skinny Puppy","","","Back &amp; Forth","1984","7","o","","MP3",  ""
"1113","","Sonic-Youth","","","Bad Moon Rising","1985","0","w","","LP",  ""
"204555","","Frank Bretschneider &amp; Taylor Deupree","","","Balance","2002","7","o","","MP3",  ""
"758961","","Sigillum S","","","Bardo Thos-Grol","1987","0","w","","Cassette",  ""
"13066919","","Barker","","","BARKER002","2021","0","w","","MP3",  ""
"1580351","","Basic Channel","","","BCD-2","2008","8","o","","MP3",  ""
"177310","","Y Pants","","","Beat It Down","1982","7","o","","MP3",  ""
"415642","","Big City Orkestraw","","","Beatlerape","1993","0","o","","MP3",  ""
"368373","","Ramleh","","","Be Careful What You Wish For","1995","0","w","","CD",  ""
"11993036","","Ana Roxanne","","","Because of a Flower","2020","4","n","","",  ""
"2830052","","Ättestupa","","","Begraven mot norr","2010","7","o","","MP3",  ""
"11761856","","Yellow Swans","","","Being There","2020","0","w","","MP3",  ""
"5475821","","Peirani &amp; Parisien","","","Belle époque","2014","8","o","","MP3",  ""
"7969538","","Two Sided Agency","","","Belle Époque","2016","0","w","","LP",  ""
"524533","","Funebrarum","","","Beneath the Columns of Abandoned Gods","2001","0","w","","CD",  ""
"22375","","Ulver","","","Bergtatt: Et eeventyr i 5 capitler","1995","8","o","","MP3",  ""
"11592453","","Wędrowcy~Tułacze~Zbiegi","","","Berliner Vulkan","2020","0","w","","LP",  ""
"1504005","","Die Anderen","","","Berlin Radio","1987","0","w","","Cassette",  ""
"8911516","","Of Feather and Bone","","","Bestial Hymns of Perversion","2018","0","u","","MP3",  ""
"1854184","","Ivanov-Down","","","Best Urban Technical Noises","1991","0","o","","MP3",  ""
"7759242","","Frits Maats &amp; Nico van der Sman","","","Beweging","1982","0","w","","Cassette",  ""
"1122063","","Theatre of Ice","","","Beyond the Graves of Passion","1984","0","o","","MP3",  ""
"445419","","Big City Orchestra / Delphium","","","Big City Orchestra / Delphium","1997","0","w","","LP",  ""
"6265","","Laurie Anderson","","","Big Science","1982","0","w","","LP",  ""
"3389502","","Björk","","","Biophilia","2011","8","w","","MP3",  ""
"2400550","","Biosatellites","","","Biosatellites","1993","6","w","","LP",  ""
"365447","","Asmus Tietchens","","","Biotop","1981","0","o","","MP3",  ""
"125486","","Whitehouse","","","Bird Seed","2003","0","o","","MP3",  ""
"117033","","Whitehouse","","","Birthdeath Experience","1980","0","w","","LP",  ""
"7698604","","Equipoise","","","Birthing Homunculi","2016","7","n","","",  ""
"256272","","A Frames","","","Black Forest","2005","0","w","","CD",  ""
"8129834","","Biosphere","","","Black Mesa / Turned to Stone","2017","0","u","","MP3",  ""
"242685","","Sunn O)))","","","Black One","2005","7","o","","MP3",  ""
"1550193","","Julian Kytasty","","","Black Sea Winds: The Kobzari of Ukraine","2001","0","w","","CD",  ""
"7764430","","Surgeon","","","Bland Ambition","2016","0","u","","MP3",  ""
"20816","","Cryptopsy","","","Blasphemy Made Flesh","1994","7","n","","",  ""
"100480","","Converter","","","Blast Furnace","2000","0","w","","CD",  ""
"1823075","","De Fabriek en Wolff P. Rillings","","","Blecheintopf: Music for Modern Art Exhibitions, Volume Two","1982","0","w","","Cassette",  ""
"8206540","","Impetuous Ritual","","","Blight Upon Martyred Sentience","2017","7","u","","MP3",  ""
"358890","","12 Rods","","","Bliss","1993","0","w","","Cassette",  ""
"2628840","","Robert Turman &amp; Aaron Dilloway","","","Blizzard","2009","7","o","","MP3",  ""
"185980","","Molested","","","Blod-draum","1995","8","o","","MP3",  ""
"123946","","ИOИ","","","Blood &amp; Flame","1987","0","w","","CD",  ""
"73717","","Zyklon-B","","","Blood Must Be Shed","1995","7","n","","",  ""
"342588","","Blasphemy","","","Blood Upon the Altar","1989","0","w","","Cassette",  ""
"3888174","","Beach House","","","Bloom","2012","4","n","","",  ""
"13626955","","Lightning Bolt","","","Blow to the Head","2019","0","w","","",  ""
"10769637","","Tuluum Shimmering","","","Blue Water Sunray","2019","0","w","","CD-R",  ""
"114099","","Blurt","","","Blurt","1982","0","w","","LP",  ""
"10724","","Moonblood","","","Blut &amp; Krieg","1996","8","o","","MP3",  ""
"302036","","Absurd","","","Blutgericht","2005","0","o","","MP3",  ""
"86588","","Jonny Greenwood","","","Bodysong","2003","0","w","","CD",  ""
"10230","","Bogdan Raczynski","","","Boku mo wakaran","1999","7","u","","MP3",  ""
"4951062","","Mu","","","Bold","2005","0","w","","MP3",  ""
"2201184","","P. Kok","","","Bombay","1982","5","w","","Cassette",  ""
"8609591","","Two Sided Agency","","","Bonjour Tristesse","2017","0","w","","LP",  ""
"138213","","Asylum Party","","","Borderline","1989","8","o","","MP3",  ""
"113627","","The String Cheese Incident","","","Born on the Wrong Planet","1996","0","w","","CD",  ""
"630458","","Sigillum S","","","Boudoir Philosophy","1988","0","w","","LP",  ""
"71780","","Ensemble intercontemporain / BBC Singers / Pierre Boulez / Françoise Pollet / Christiane Oelze","","","Boulez Conducts Webern: Songs &amp; Choruses; 5 Pieces Op. 10; Concerto; Quartet; Piano Quintet","1995","0","w","","CD",  ""
"112477","","Sun City Girls","","","Box of Chameleons","1997","0","u","","MP3",  ""
"217574","","Surgeon : Regis","","","British Murder Boys","2001","0","w","","LP",  ""
"14731760","","Gary Mundy / Eraldo Bernocchi","","","Broken Masses","2022","0","o","","MP3",  ""
"4090","","Death in June","","","Brown Book","1987","7","o","","MP3",  ""
"14218840","","Nik Colk Void","","","Bucked Up Space","2022","0","w","","MP3",  ""
"793029","","Bunker","","","Bunker","1987","0","w","","Cassette",  ""
"793038","","Bunker Strasse / Modèle Martial","","","Bunker Strasse / Modèle Martial","1989","0","w","","Cassette",  ""
"11577","","Clock DVA","","","Buried Dreams","1989","0","o","","MP3",  ""
"453369","","The Bloods","","","Button Up","1982","0","w","","LP",  ""
"456498","","Peter Sotos","","","Buyer's Market","1992","6","n","","",  ""
"3984774","","Nurse With Wound &amp; Blind Cave Salamander","","","Cabbalism","2012","0","w","","LP",  ""
"1143584","","Les Rallizes DéNudés","","","Cable Hogue Soundtrack","2007","0","o","","MP3",  ""
"112651","","Factrix Cazazza","","","California Babylon","1982","0","w","","LP",  ""
"66567","","Current 93","","","Calling for Vanished Faces","1999","0","o","","MP3",  ""
"1647435","","Calm","","","Calm","1995","6","o","","MP3",  ""
"2818645","","Calm","","","Calm","1996","6","o","","MP3",  ""
"299002","","Satanic Warmaster","","","Carelian Satanist Madness","2005","7","w","","MP3",  ""
"5479893","","Orchestre national du Capitole de Toulouse / Michel Plasson / La Lauzeta / Les Éléments / Angela Gheorghiu / Roberto Alagna / Inva Mula / Thomas Hampson","","","Carmen","2003","7","w","","CD",  ""
"6035419","","William Basinski","","","Cascade","2015","0","w","","CD",  ""
"6863087","","Mortuus Umbra","","","Catechism","2015","5","n","","",  ""
"436970","","Opera Multi Steel","","","Cathedrale","1985","0","w","","LP",  ""
"88773","","Eyeless in Gaza","","","Caught in Flux","1981","0","w","","LP",  ""
"16455","","Throbbing Gristle","","","CD1","1986","0","w","","CD",  ""
"2768758","","Sacher-Pelz","","","Cease to Exist","1980","8","o","","MP3",  ""
"84941","","Melt-Banana","","","Cell-Scape","2003","5","u","","MP3",  ""
"8114023","","Dopplereffekt","","","Cellular Automata","2017","0","w","","LP",  ""
"4578738","","Candy Claws","","","Ceres &amp; Calypso in the Deep Time","2013","8","o","","MP3",  ""
"3669598","","Das, Jeph Jerman, John Hudak &amp; PBK","","","Chain Mail Collab: June 28, 1988","2010","0","w","","MP3",  ""
"2173786","","All Cats Are Grey","","","Chance","1981","0","w","","Cassette",  ""
"4377","","Nurse With Wound","","","Chance Meeting on a Dissecting Table of a Sewing Machine and an Umbrella","1979","7","n","","",  ""
"2354543","","Sunn O))) &amp; Pan Sonic / Alan Vega / Stephen Burroughs","","","Che","2009","0","w","","LP",  ""
"3831","","Autechre","","","Chiastic Slide","1997","8","o","","MP3",  ""
"1708380","","Little Teeth","","","Child Bearing Man","2008","0","w","","CD",  ""
"1208342","","Operation Miranda","","","Children's Pornography Review Vol. 1","2006","0","w","","Cassette",  ""
"116837","","Lull / Delphium","","","Chime / Gerbarra","1994","7","o","","MP3",  ""
"7549919","","Charles Barabé","","","Cicatrices","2016","0","w","","Cassette",  ""
"27981","","Monolake","","","Cinemascope","2001","8","o","","MP3",  ""
"9482761","","Imperialist","","","Cipher","2018","0","u","","MP3",  ""
"94447","","Hands To","","","Circumscription","1995","0","o","","MP3",  ""
"5093517","","Cirrhus","","","Cirrhus","2013","0","o","","MP3",  ""
"158043","","Muslimgauze","","","Citadel","1994","0","w","","CD",  ""
"7320","","Severed Heads","","","City Slab Horror","1985","7","o","","MP3",  ""
"17684","","Brothomstates","","","Claro","2001","6","w","","MP3",  ""
"62746","","Severed Heads","","","Clean","1981","0","w","","LP",  ""
"22203","","Abyssic Hate","","","Cleansing of an Ancient Race","1994","0","w","","Cassette",  ""
"1710075","","European Lucero Ensemble / Horațiu Rădulescu / Daniel Kientzy","","","Clepsydra; Astray","1990","0","o","","MP3",  ""
"1588934","","Mars Accelerator","","","Clouds for Your Y-Axis","2007","0","w","","CD",  ""
"179431","","Aeoga","","","COAV","2004","0","w","","CD",  ""
"677036","","Funcunt","","","Coldeäccol","1991","0","o","","MP3",  ""
"4012102","","Maurizio Bianchi","","","Cold Tape","1980","0","o","","MP3",  ""
"8011663","","Veprisuicida / Organomehanizm","","","Collaboration","2001","0","w","","CD-R",  ""
"10391","","Young Marble Giants","","","Colossal Youth","1980","0","w","","LP",  ""
"4393325","","The Strokes","","","Comedown Machine","2013","6","n","","",  ""
"6178977","","Ratkiller","","","Comfortably Declined","2015","0","w","","Cassette",  ""
"9422","","The Residents","","","Commercial Album","1980","7","n","","",  ""
"9002894","","K. Yoshimatu","","","Commercial Romanticists","1983","0","w","","Cassette",  ""
